id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
1319,6682-VCIXC,2016-07-01,,One year,Yes,Bank transfer (automatic),51.25,2151.6,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,No,0
1320,4791-QRGMF,2014-11-01,2019-10-01,One year,Yes,Bank transfer (automatic),99.5,5961.1,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
1321,6475-VHUIZ,2018-03-01,,Month-to-month,No,Electronic check,54.25,1221.55,DSL,No,No,Yes,Yes,No,No,Female,0,Yes,No,No,0
1322,3910-MRQOY,2014-02-01,,Two year,No,Bank transfer (automatic),19.4,1496.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
1323,0661-WCQNQ,2018-04-01,,One year,Yes,Credit card (automatic),56.25,1292.2,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,No,No,0
1324,7537-RBWEA,2020-01-01,,Month-to-month,Yes,Mailed check,25.15,25.15,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
1325,4656-CAURT,2014-05-01,,Two year,No,Bank transfer (automatic),23.95,1713.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
1326,0121-SNYRK,2015-12-01,,One year,Yes,Mailed check,35.4,1748.9,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,No,0
1327,1768-ZAIFU,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,25.2,25.2,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
1328,4671-LXRDQ,2019-09-01,2019-11-01,Month-to-month,Yes,Mailed check,45.0,96.45,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
1329,3733-LSYCE,2018-11-01,,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,No,No,0
1330,6265-FRMTQ,2017-07-01,,Two year,No,Bank transfer (automatic),20.4,609.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1331,1934-SJVJK,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,20.15,20.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
1332,3838-OZURD,2014-05-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
1333,9269-CQOOL,2019-07-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),54.7,169.45,DSL,No,No,No,No,Yes,No,Male,0,No,Yes,No,1
1334,2017-CCBLH,2019-06-01,,Two year,No,Mailed check,20.0,141.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1335,7690-KPNCU,2014-10-01,,One year,Yes,Credit card (automatic),73.05,4688.65,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
1336,0536-BGFMZ,2017-10-01,,Month-to-month,No,Mailed check,20.5,563.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
1337,2293-IJWPS,2015-05-01,,One year,Yes,Credit card (automatic),100.75,5985.0,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
1338,2845-HSJCY,2018-09-01,2019-11-01,Month-to-month,Yes,Electronic check,87.25,1258.6,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,1
1339,5469-NUJUR,2018-07-01,,Two year,Yes,Mailed check,19.95,373.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1340,1184-PJVDB,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,79.95,857.2,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,No,No,1
1341,2625-TRCZQ,2015-11-01,,Month-to-month,Yes,Electronic check,49.65,2553.35,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,0
1342,4102-HLENU,2014-07-01,,Two year,No,Mailed check,65.65,4322.85,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,0
1344,7722-VJRQD,2014-02-01,,Two year,No,Bank transfer (automatic),60.95,4549.05,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
1345,7073-QETQY,2014-08-01,,One year,Yes,Electronic check,20.35,1359.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1346,9415-DPEWS,2018-06-01,2019-12-01,Month-to-month,Yes,Electronic check,88.35,1639.3,Fiber optic,No,No,No,Yes,Yes,No,Female,0,No,No,Yes,1
1347,5624-RYAMH,2019-05-01,,Month-to-month,Yes,Electronic check,19.5,178.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1348,0196-JTUQI,2019-05-01,,Month-to-month,Yes,Credit card (automatic),75.2,633.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1349,7130-YXBRO,2016-02-01,,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
1350,9272-LSVYH,2019-04-01,,Month-to-month,No,Mailed check,70.15,735.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1351,7943-RQCHR,2019-01-01,2019-10-01,Month-to-month,Yes,Electronic check,94.75,889.9,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
1352,3793-MMFUH,2018-09-01,2019-10-01,Month-to-month,Yes,Electronic check,95.05,1290.0,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
1353,3249-ZPQRG,2019-06-01,2019-10-01,Month-to-month,No,Electronic check,78.45,330.05,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
1354,2568-BRGYX,2019-07-01,2019-11-01,Month-to-month,Yes,Electronic check,70.2,237.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
1355,3084-DOWLE,2014-02-01,,Two year,No,Bank transfer (automatic),92.0,6474.4,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
1356,1084-MNSMJ,2015-11-01,,Two year,No,Credit card (automatic),85.5,4421.95,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
1357,7721-JXEAW,2014-12-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,DSL,No,Yes,No,No,No,Yes,Male,0,Yes,No,No,1
1358,7249-WBIYX,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,85.6,813.85,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,No,Yes,1
1359,4238-HFHSN,2015-01-01,,Month-to-month,Yes,Electronic check,82.15,4904.85,Fiber optic,No,Yes,No,No,No,No,Male,1,Yes,No,Yes,0
1360,6250-CGGUN,2015-08-01,,One year,No,Electronic check,84.4,4484.05,Fiber optic,Yes,No,Yes,Yes,No,No,Male,0,No,No,No,0
1361,5478-JJVZK,2017-05-01,,Month-to-month,Yes,Mailed check,60.9,2033.85,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,Yes,0
1362,7596-IIWYC,2017-11-01,,Two year,Yes,Bank transfer (automatic),20.25,538.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1363,6567-HOOPW,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,79.2,79.2,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,No,1
1364,9793-WECQC,2018-03-01,,Month-to-month,No,Mailed check,95.3,2192.9,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,0
1365,4291-HPAXL,2020-01-01,,Month-to-month,No,Mailed check,19.85,19.85,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
1366,8999-YPYBV,2016-05-01,,Two year,Yes,Mailed check,84.35,3858.05,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
1367,1839-FBNFR,2016-11-01,,Two year,Yes,Bank transfer (automatic),19.85,854.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1368,3164-AALRN,2019-07-01,2019-12-01,One year,Yes,Mailed check,70.0,347.4,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,1
1369,3071-MVJCD,2014-02-01,,Two year,No,Bank transfer (automatic),82.3,5815.15,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
1370,1697-BCSHV,2015-04-01,,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,DSL,No,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
1371,0562-KBDVM,2014-04-01,,Two year,Yes,Bank transfer (automatic),44.6,3058.15,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,No,No,0
1372,1131-SUEKT,2015-01-01,,One year,Yes,Bank transfer (automatic),98.45,6145.2,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
1373,3717-OEAUQ,2019-12-01,,Month-to-month,No,Mailed check,70.7,129.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1374,4538-WNTMJ,2016-04-01,,One year,No,Mailed check,24.95,1165.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
1375,3334-CTHOL,2019-12-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,1
1376,4704-ERYFC,2018-03-01,2020-01-01,Month-to-month,Yes,Electronic check,69.25,1554.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,1
1377,9432-RUVSL,2016-02-01,,Two year,Yes,Credit card (automatic),102.5,4904.25,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
1378,8060-HIWJJ,2014-10-01,,Two year,No,Credit card (automatic),86.55,5632.55,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
1379,7684-XSZIY,2014-02-01,,Two year,No,Bank transfer (automatic),24.3,1643.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
1380,9089-UOWJG,2019-02-01,,Month-to-month,Yes,Credit card (automatic),58.35,740.55,DSL,No,No,Yes,No,Yes,No,Female,0,Yes,Yes,No,0
1381,8621-MNIHH,2017-02-01,2019-12-01,Month-to-month,Yes,Electronic check,94.25,3217.55,Fiber optic,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,Yes,1
1382,8039-ACLPL,2014-02-01,,Two year,No,Credit card (automatic),68.75,4888.2,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,No,0
1383,9885-AIBVB,2017-09-01,,Month-to-month,Yes,Electronic check,85.8,2440.25,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,0
1384,1934-MKPXS,2017-05-01,,One year,No,Credit card (automatic),20.1,620.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1385,2592-YKDIF,2020-01-01,,Month-to-month,No,Mailed check,20.35,20.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1386,2272-JKMSI,2014-12-01,,One year,Yes,Electronic check,110.8,6840.95,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1387,0471-LVHGK,2016-08-01,2020-01-01,One year,Yes,Electronic check,73.0,3001.2,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
1388,9518-RWHZL,2014-07-01,2019-11-01,One year,Yes,Credit card (automatic),100.05,6254.2,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
1389,8714-CTZJW,2019-10-01,,Month-to-month,Yes,Credit card (automatic),82.85,319.6,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,No,0
1390,3569-EDBPQ,2018-02-01,,Month-to-month,Yes,Electronic check,84.35,1938.05,Fiber optic,Yes,No,No,Yes,No,No,Female,0,No,No,Yes,0
1391,3131-NWVFJ,2018-12-01,,One year,No,Mailed check,19.55,294.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1392,7521-YXVZY,2019-11-01,,Month-to-month,No,Mailed check,19.95,58.3,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
1393,5419-CONWX,2019-07-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,No,1
1394,6240-EURKS,2018-07-01,2020-01-01,Month-to-month,Yes,Electronic check,35.0,553.0,DSL,No,No,No,No,No,Yes,Female,0,No,Yes,No,1
1395,2373-NTKOD,2019-06-01,,Month-to-month,Yes,Electronic check,66.25,546.45,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
1396,1970-KKFWL,2017-03-01,,Two year,No,Bank transfer (automatic),23.3,797.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1397,6960-HVYXR,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,76.0,76.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
1398,9337-SRRNI,2014-08-01,,Two year,Yes,Credit card (automatic),25.3,1673.8,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
1399,0895-UADGO,2019-06-01,,Two year,Yes,Mailed check,44.55,343.45,DSL,Yes,No,No,Yes,No,Yes,Male,0,No,Yes,No,0
1400,5678-VFNEQ,2014-03-01,,One year,Yes,Credit card (automatic),104.1,7412.25,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
1401,5977-CKHON,2016-07-01,,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,0
1402,7024-OHCCK,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,93.85,170.85,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
1403,2692-BUCFV,2017-09-01,,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0
1404,7861-UVUFT,2018-10-01,2020-01-01,Month-to-month,Yes,Electronic check,84.3,1308.4,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,No,1
1405,1830-GGFNM,2014-09-01,,Two year,No,Credit card (automatic),94.55,6078.75,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
1406,5302-BDJNT,2017-03-01,,Month-to-month,No,Electronic check,95.5,3418.2,Fiber optic,No,No,Yes,Yes,Yes,No,Male,0,No,No,Yes,0
1407,5223-UZAVK,2014-10-01,,One year,Yes,Credit card (automatic),100.3,6603.8,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,No,No,No,0
1408,4859-ZSRDZ,2015-04-01,,Two year,Yes,Credit card (automatic),55.5,3166.9,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
1409,5651-WYIPH,2018-08-01,,Month-to-month,Yes,Credit card (automatic),49.85,865.75,DSL,No,Yes,No,No,No,No,Female,1,No,No,No,0
1410,9350-VLHMB,2014-07-01,,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,0
1411,3498-LZGQZ,2014-11-01,,Two year,Yes,Mailed check,19.15,1177.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1412,8785-CJSHH,2015-02-01,,Month-to-month,Yes,Electronic check,99.8,5985.75,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
1413,5357-TZHPP,2019-03-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),84.4,732.5,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,Yes,1
1414,3870-SPZSI,2014-04-01,,Two year,Yes,Credit card (automatic),113.05,7869.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1415,0680-DFNNY,2018-10-01,2020-01-01,Month-to-month,Yes,Electronic check,101.1,1504.05,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
1416,7560-QRBXH,2016-02-01,,One year,No,Mailed check,19.95,936.7,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
1417,7077-XJMET,2019-02-01,,Month-to-month,Yes,Electronic check,74.15,741.4,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
1418,8752-GHJFU,2014-03-01,,One year,Yes,Electronic check,92.0,6585.2,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,1,Yes,No,Yes,0
1419,6896-SRVYQ,2016-06-01,,Month-to-month,No,Electronic check,73.85,3122.4,Fiber optic,No,No,Yes,No,No,No,Male,1,No,No,No,0
1420,7767-UXAGJ,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,50.45,50.45,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,1
1421,4652-ODEVH,2016-05-01,,Two year,No,Mailed check,24.45,1088.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
1422,6510-UPNKS,2018-03-01,,One year,No,Credit card (automatic),24.8,615.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1423,6718-BDGHG,2016-07-01,,One year,Yes,Bank transfer (automatic),64.85,2908.2,DSL,No,No,No,Yes,Yes,No,Female,0,Yes,No,Yes,0
1424,9046-DQMTP,2017-03-01,,Month-to-month,No,Bank transfer (automatic),20.75,739.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1425,6439-LAJXL,2019-05-01,,Month-to-month,Yes,Mailed check,68.95,593.85,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,Yes,No,No,0
1426,1571-SAVHK,2018-10-01,2019-10-01,Month-to-month,Yes,Mailed check,99.95,1132.75,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,1
1427,9052-VKDUW,2014-09-01,,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
1428,9546-CQJSU,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,91.4,193.6,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,No,Yes,1
1429,1666-JZPZT,2017-11-01,,Month-to-month,No,Mailed check,49.0,1291.35,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,0
1430,5777-KJIRB,2016-10-01,,One year,Yes,Mailed check,50.25,2023.55,DSL,No,No,Yes,No,No,No,Female,0,No,No,No,0
1431,0506-LVNGN,2019-06-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,No,1
1432,7677-SJJJK,2019-06-01,,One year,No,Credit card (automatic),19.9,153.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1433,2480-EJWYP,2015-04-01,,One year,Yes,Bank transfer (automatic),97.8,5458.8,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,Yes,0
1434,3253-HKOKL,2015-10-01,,One year,No,Electronic check,100.3,5244.45,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
1435,7055-HNEOJ,2019-11-01,,Month-to-month,Yes,Mailed check,55.8,154.55,DSL,No,No,Yes,Yes,No,No,Male,0,Yes,No,No,0
1436,5514-YQENT,2016-09-01,,Two year,Yes,Electronic check,111.15,4507.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,No,0
1437,3211-AAPKX,2018-06-01,,Month-to-month,Yes,Mailed check,98.55,2031.95,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
1438,8445-DNBAE,2020-01-01,,Month-to-month,Yes,Electronic check,50.05,50.05,DSL,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
1439,2951-QOQTK,2019-09-01,2020-01-01,Month-to-month,No,Credit card (automatic),80.8,332.45,Fiber optic,No,No,No,Yes,No,No,Male,0,No,Yes,Yes,1
1440,2958-NHPPS,2018-03-01,,Month-to-month,No,Electronic check,20.85,473.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1441,6806-YDEUL,2019-08-01,,Month-to-month,No,Bank transfer (automatic),19.5,106.8,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,0
1442,1735-XMJVH,2019-06-01,,Month-to-month,Yes,Mailed check,19.35,152.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1443,6890-PFRQX,2018-08-01,,Month-to-month,No,Mailed check,69.5,1199.4,DSL,Yes,No,Yes,No,Yes,No,Male,0,No,No,Yes,0
1444,0222-CNVPT,2015-10-01,,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,DSL,Yes,No,No,No,Yes,Yes,Male,1,No,No,No,0
1445,5899-OUVKV,2017-07-01,,Month-to-month,Yes,Electronic check,94.5,2979.2,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,0
1446,8681-ICONS,2017-09-01,,Month-to-month,Yes,Mailed check,20.65,654.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1447,1621-YNCJH,2017-02-01,,Two year,Yes,Credit card (automatic),106.05,3834.4,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,0
1448,3473-XIIIT,2018-08-01,2019-12-01,Month-to-month,Yes,Electronic check,100.0,1534.75,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,1
1449,6362-QHAFM,2016-08-01,,One year,Yes,Electronic check,108.3,4586.15,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
1450,7893-IXHRQ,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,20.55,20.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
1451,3070-BDOQC,2015-02-01,,Two year,Yes,Electronic check,99.65,5941.05,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,No,0
1452,2952-QAYZF,2019-06-01,2019-11-01,Month-to-month,Yes,Electronic check,85.3,424.15,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,Yes,1
1453,6234-PFPXL,2018-04-01,,Month-to-month,No,Credit card (automatic),95.9,2234.95,Fiber optic,Yes,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,0
1454,9824-QCJPK,2017-02-01,,One year,No,Mailed check,20.0,666.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
1455,4763-PGDPO,2019-08-01,2019-12-01,Month-to-month,No,Electronic check,70.4,281.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
1456,4283-IVYCI,2019-05-01,,Month-to-month,No,Mailed check,64.95,547.8,DSL,Yes,No,No,Yes,No,Yes,Male,0,No,No,No,0
1457,1866-OBPNR,2020-01-01,,Month-to-month,No,Credit card (automatic),74.6,74.6,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
1458,8205-MQUGY,2019-02-01,,Month-to-month,Yes,Electronic check,49.2,571.15,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,0
1459,8970-ANWXO,2018-03-01,,One year,Yes,Mailed check,73.75,1756.6,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,0
1460,9480-BQJEI,2014-12-01,,One year,Yes,Bank transfer (automatic),92.3,5731.45,Fiber optic,Yes,Yes,No,No,No,Yes,Male,0,No,No,Yes,0
1461,5394-SVGJV,2016-10-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,1
1462,6979-TNDEU,2019-06-01,,Month-to-month,No,Mailed check,19.2,156.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1463,9777-WJJPR,2017-07-01,,Month-to-month,No,Credit card (automatic),88.65,2683.2,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
1464,9283-LZQOH,2018-11-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
1465,7079-QRCBC,2017-11-01,2019-11-01,Month-to-month,Yes,Electronic check,98.75,2407.3,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
1466,9495-SKLKD,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,0
1467,6048-UWKAL,2014-05-01,,Two year,No,Credit card (automatic),105.4,6998.95,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
1468,5067-DGXLL,2019-12-01,,Month-to-month,No,Mailed check,20.25,36.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1469,5469-CTCWN,2014-12-01,2020-01-01,One year,Yes,Electronic check,106.0,6547.7,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
1470,9851-QXEEQ,2016-06-01,2019-11-01,Month-to-month,Yes,Electronic check,104.7,4346.4,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
1471,6281-FKEWS,2016-06-01,,One year,Yes,Electronic check,49.05,2265.0,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,0
1472,8898-KASCD,2016-11-01,,One year,No,Mailed check,35.55,1309.15,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,No,0
1473,9242-TKFSV,2014-02-01,,Two year,Yes,Credit card (automatic),65.1,4754.3,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
1474,9290-SHCMB,2019-01-01,,Month-to-month,Yes,Electronic check,96.85,1235.55,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,No,0
1475,0743-HNPFG,2015-11-01,,One year,Yes,Credit card (automatic),69.75,3562.5,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,No,0
1476,2277-BKJKN,2014-03-01,,Two year,Yes,Electronic check,99.2,7213.75,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,No,0
1477,9809-IMGCQ,2018-01-01,2019-11-01,Month-to-month,Yes,Electronic check,96.7,2082.95,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
1478,5208-HFSBT,2019-10-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),55.05,102.75,DSL,No,Yes,No,Yes,No,No,Female,0,No,No,No,1
1479,5035-PGZXH,2015-06-01,,One year,Yes,Electronic check,106.8,5914.4,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
1480,8695-WDYEA,2020-01-01,,Month-to-month,No,Mailed check,51.25,51.25,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
1481,6543-JXSOO,2018-03-01,,One year,Yes,Mailed check,57.75,1282.85,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0
1482,8016-ZMGMO,2014-08-01,,One year,Yes,Bank transfer (automatic),70.85,4738.85,DSL,No,Yes,Yes,No,Yes,No,Female,1,Yes,No,Yes,0
1483,3254-YRILK,2018-03-01,2019-10-01,Month-to-month,Yes,Electronic check,88.2,1775.8,Fiber optic,No,Yes,No,No,Yes,No,Male,1,No,No,Yes,1
